date,ead,day,month,holiday,sin_1_365.25
2023-09-15,0.440591231159109,4,9,0,-0.00645086419810515
2023-09-16,0.417268437080018,5,9,0,-0.023651127245231586
2023-09-17,0.293384290162684,6,9,0,-0.04084439154329611
2023-09-18,0.363480319970884,0,9,0,-0.05802556932878035
2023-09-19,0.524960642181278,1,9,0,-0.07518957641475855
2023-09-20,0.356857442915288,2,9,0,-0.09233133369539123
2023-09-21,0.286412247841715,3,9,0,-0.10944576864891556
2023-09-22,0.231756254389421,4,9,0,-0.12652781683868314
2023-09-23,0.165489619563092,5,9,0,-0.1435724234118113
2023-09-24,0.218979658259883,6,9,0,-0.16057454459499376
2023-09-25,0.430783650496016,0,9,0,-0.17752914918703497
2023-09-26,0.85657696508105,1,9,0,-0.19443122004766195
2023-09-27,0.482841400759343,2,9,0,-0.2112757555821793
2023-09-28,0.684238522088959,3,9,0,-0.2280577712215198
2023-09-29,0.607931303731983,4,9,0,-0.24477230089725957
2023-09-30,0.44993723529691,5,9,0,-0.2614143985111562
2023-10-01,0.433815317204174,6,10,0,-0.2779791393987801
2023-10-02,0.570002316091239,0,10,0,-0.2944616217868012
2023-10-03,1.44827276769725,1,10,3,-0.3108569682435036
2023-10-04,0.557753720199263,2,10,0,-0.3271603271220951
2023-10-05,0.41327730843174,3,10,0,-0.34336687399638804
2023-10-06,0.407747172610137,4,10,0,-0.3594718130884232
2023-10-07,0.35606373671765,5,10,0,-0.3754703786876202
2023-10-08,0.565857175613868,6,10,0,-0.3913578365610259
2023-10-09,0.41832749439581,0,10,0,-0.4071294853542516
2023-10-10,0.92022064374248,1,10,0,-0.4227806579826773
2023-10-11,0.66578795877882,2,10,0,-0.4383067230125192
2023-10-12,0.618749048105164,3,10,0,-0.45370308603134424
2023-10-13,0.34786890085169,4,10,0,-0.46896519100763184
2023-10-14,0.410702809784631,5,10,0,-0.48408852163897587
2023-10-15,0.376022478036924,6,10,0,-0.4990686026885319
2023-10-16,0.661687066989329,0,10,0,-0.5139010013093103
2023-10-17,1.04840357393859,1,10,0,-0.5285813283559292
2023-10-18,0.604043697590384,2,10,0,-0.5431052396834317
2023-10-19,0.634883716760607,3,10,0,-0.5574684374327892
2023-10-20,0.396336701207407,4,10,0,-0.5716666713027052
2023-10-21,0.69285493655181,5,10,0,-0.5856957398073508
2023-10-22,0.856392209787346,6,10,0,-0.5995514915196489
2023-10-23,1.34723794535623,0,10,0,-0.6132298262997502
2023-10-24,0.721201697295717,1,10,0,-0.6267266965083301
2023-10-25,0.544247340951537,2,10,0,-0.6400381082043503
2023-10-26,0.657296439439048,3,10,0,-0.65316012232693
2023-10-27,0.419044386078026,4,10,0,-0.666088855860977
2023-10-28,0.316254363376326,5,10,0,-0.6788204829862357
2023-10-29,0.36433010315201,6,10,0,-0.6913512362094071
2023-10-30,0.598162199086833,0,10,0,-0.7036774074790128
2023-10-31,0.964278471720054,1,10,0,-0.7157953492826642
2023-11-01,1.23583158707512,2,11,0,-0.7277014757264236
2023-11-02,0.825586863611031,3,11,0,-0.7393922635959241
2023-11-03,0.34119688479588,4,11,0,-0.7508642533989489
2023-11-04,0.364861561625329,5,11,0,-0.7621140503891487
2023-11-05,0.59688371879856,6,11,0,-0.7731383255706027
2023-11-06,0.837121593493614,0,11,0,-0.7839338166829201
2023-11-07,0.826021549333154,1,11,0,-0.7944973291665992
2023-11-08,0.863158535467558,2,11,0,-0.8048257371083452
2023-11-09,0.828879787761331,3,11,0,-0.8149159841660791
2023-11-10,0.406934766336906,4,11,0,-0.8247650844733614
2023-11-11,0.341080087902309,5,11,0,-0.8343701235229537
2023-11-12,0.509012664628646,6,11,0,-0.8437282590292712
2023-11-13,0.534403293221663,0,11,0,-0.8528367217694595
2023-11-14,0.763813129604692,1,11,0,-0.8616928164028521
2023-11-15,0.377484369910645,2,11,0,-0.8702939222685674
2023-11-16,0.642839343023605,3,11,0,-0.8786374941610001
2023-11-17,0.368979866685794,4,11,0,-0.886721063082993
2023-11-18,0.556230352362369,5,11,0,-0.8945422369764496
2023-11-19,0.748167365078615,6,11,0,-0.9020987014301837
2023-11-20,0.817018817072467,0,11,0,-0.9093882203647925
2023-11-21,0.672425354638917,1,11,0,-0.9164086366943458
2023-11-22,0.728886877741639,2,11,0,-0.9231578729647039
2023-11-23,0.549828165763762,3,11,0,-0.9296339319682695
2023-11-24,0.485158161260437,4,11,0,-0.9358348973349941
2023-11-25,0.367529613007226,5,11,0,-0.9417589340994617
2023-11-26,0.720856159657657,6,11,0,-0.9474042892438845
2023-11-27,1.18846590285045,0,11,0,-0.9527692922168511
2023-11-28,1.01834879236524,1,11,0,-0.9578523554276669
2023-11-29,0.564544570168115,2,11,0,-0.9626519747161487
2023-11-30,0.716489001833481,3,11,0,-0.9671667297977312
2023-12-01,0.469938983525973,4,12,0,-0.97139528468375
2023-12-02,0.493582761228487,5,12,0,-0.9753363880767837
2023-12-03,0.371246270787137,6,12,0,-0.9789888737409319
2023-12-04,0.748319847265442,0,12,0,-0.9823516608469237
2023-12-05,1.66477800543529,1,12,0,-0.9854237542919524
2023-12-06,1.03432311582073,2,12,0,-0.9882042449941422
2023-12-07,0.787352331517519,3,12,0,-0.9906923101615609
2023-12-08,0.842872929917289,4,12,0,-0.9928872135356962
2023-12-09,0.736785604821072,5,12,0,-0.994788305609327
2023-12-10,1.05445336310038,6,12,0,-0.9963950238187231
2023-12-11,2.08993749049525,0,12,3,-0.9977068927101168
2023-12-12,1.47571239909614,1,12,0,-0.9987235240803972
2023-12-13,1.01669052027183,2,12,0,-0.9994446170919858
2023-12-14,0.462084032309738,3,12,0,-0.9998699583618592
2023-12-15,0.535018603362858,4,12,0,-0.9999994220246925
2023-12-16,0.326400308106816,5,12,0,-0.999832969770105
2023-12-17,0.537168125138731,6,12,0,-0.9993706508539969
2023-12-18,0.974910588698362,0,12,0,-0.9986126020839734
2023-12-19,0.804734334408252,1,12,0,-0.9975590477788613
2023-12-20,0.927585238902713,2,12,0,-0.9962102997023297
2023-12-21,0.505691505636171,3,12,0,-0.9945667569706337
2023-12-22,0.504981638967118,4,12,0,-0.9926289059345095
2023-12-23,0.290219693323954,5,12,0,-0.9903973200352558
2023-12-24,0.2255883392295,6,12,0,-0.9878726596350429
2023-12-25,0.237488704647863,0,12,1,-0.9850556718215013
2023-12-26,0.31649754805564,1,12,1,-0.981947190186646
2023-12-27,0.537638924352649,2,12,2,-0.9785481345802031
2023-12-28,0.91947163210448,3,12,0,-0.9748595108374125
2023-12-29,0.568513289041791,4,12,0,-0.9708824104813836
2023-12-30,0.366307109286888,5,12,0,-0.9666180104000972
2023-12-31,0.857810093056456,6,12,0,-0.9620675724981452
2024-01-01,1.09159870702997,0,1,1,-0.957232443323312
2024-01-02,1.20084204721709,1,1,2,-0.9521140536681102
2024-01-03,1.22153173012273,2,1,0,-0.9467139181463862
2024-01-04,0.88668784044847,3,1,0,-0.9410336347451197
2024-01-05,0.763871040839819,4,1,0,-0.9350748843515574
2024-01-06,0.456261619877566,5,1,0,-0.9288394302558068
2024-01-07,0.76352727224354,6,1,0,-0.9223291176290545
2024-01-08,0.607184690589606,0,1,0,-0.9155458729775467
2024-01-09,0.511665647926989,1,1,0,-0.9084917035725082
2024-01-10,0.572108863332405,2,1,0,-0.9011686968561569
2024-01-11,0.636408991067996,3,1,0,-0.8935790198239952
2024-01-12,0.341602763778751,4,1,0,-0.8857249183835637
2024-01-13,0.497640282049858,5,1,0,-0.8776087166898392
2024-01-14,0.407948105057558,6,1,0,-0.8692328164574792
2024-01-15,0.659702813249603,0,1,0,-0.8605996962501181
2024-01-16,0.727978844917117,1,1,0,-0.8517119107469189
2024-01-17,0.633645272455228,2,1,0,-0.8425720899866032
2024-01-18,0.81629383334114,3,1,0,-0.8331829385891785
2024-01-19,0.796223058536718,4,1,0,-0.8235472349556007
2024-01-20,0.564303619222506,5,1,0,-0.8136678304455991
2024-01-21,0.865333222986733,6,1,0,-0.8035476485339116
2024-01-22,1.41402598045071,0,1,0,-0.7931896839451843
2024-01-23,1.29122262818755,1,1,0,-0.7825970017677834
2024-01-24,1.16014514080811,2,1,0,-0.7717727365467837
2024-01-25,0.793581046333605,3,1,0,-0.7607200913564104
2024-01-26,0.784193626880022,4,1,0,-0.7494423368521953
2024-01-27,0.67198955979876,5,1,0,-0.7379428103031386
2024-01-28,0.956231175378122,6,1,0,-0.7262249146041543
2024-01-29,1.60214833050152,0,1,0,-0.7142921172691032
2024-01-30,1.00210558237445,1,1,0,-0.7021479494046978
2024-01-31,0.553837753172591,2,1,0,-0.6897960046655887
2024-02-01,0.449929637888337,3,2,0,-0.6772399381909491
2024-02-02,0.501710738900334,4,2,0,-0.6644834655228552
2024-02-03,0.46201772027372,5,2,0,-0.6515303615068021
2024-02-04,0.470008852959874,6,2,0,-0.6383844591746642
2024-02-05,0.640499510544551,0,2,0,-0.6250496486104377
2024-02-06,0.85260254044401,1,2,0,-0.6115298757991053
2024-02-07,0.599830757773701,2,2,0,-0.5978291414589552
2024-02-08,0.848654727998593,3,2,0,-0.5839514998576998
2024-02-09,0.676750797499176,4,2,0,-0.5699010576127624
2024-02-10,1.05609072391597,5,2,0,-0.5556819724760489
2024-02-11,1.02121538246701,6,2,0,-0.5412984521036173
2024-02-12,1.15186379202205,0,2,0,-0.5267547528105542
2024-02-13,1.16191847995231,1,2,0,-0.5120551783114646
2024-02-14,0.736186215465304,2,2,0,-0.4972040784469378
2024-02-15,0.768206538042884,3,2,0,-0.4822058478963526
2024-02-16,0.597344527455203,4,2,0,-0.46706492487743034
2024-02-17,0.324898482770669,5,2,0,-0.451785789832884
2024-02-18,0.826389890743979,6,2,0,-0.4363729641045924
2024-02-19,1.14999137893467,0,2,0,-0.42083100859565564
2024-02-20,1.37998596014881,1,2,0,-0.4051645224207563
2024-02-21,0.809357319228898,2,2,0,-0.3893781415452015
2024-02-22,0.590110324387898,3,2,0,-0.37347653741307074
2024-02-23,0.667779742181391,4,2,0,-0.3574644155648614
2024-02-24,0.430871938801733,5,2,0,-0.34134651424503615
2024-02-25,0.364440620188678,6,2,0,-0.3251276029999093
2024-02-26,0.452452811789134,0,2,0,-0.30881248126625377
2024-02-27,0.933171714886242,1,2,0,-0.29240597695107734
2024-02-28,0.532036766827448,2,2,0,-0.27591294500296043
2024-02-29,0.673221065478885,3,2,0,-0.2593382659754056
2024-03-01,0.702338587556742,4,3,0,-0.2426868445825954
2024-03-02,0.359133764461041,5,3,0,-0.22596360824801906
2024-03-03,0.607894392476378,6,3,0,-0.20917350564635637
2024-03-04,0.877332292633978,0,3,0,-0.19232150523909483
2024-03-05,0.719111242256205,1,3,0,-0.17541259380427843
2024-03-06,0.687686266226976,2,3,0,-0.15845177496083632
2024-03-07,0.613610039126856,3,3,0,-0.14144406768794202
2024-03-08,0.715709446712192,4,3,0,-0.12439450483979998
2024-03-09,0.317819682261323,5,3,0,-0.10730813165636247
2024-03-10,0.48016559778867,6,3,0,-0.09019000427034513
2024-03-11,1.01426829069801,0,3,0,-0.07304518821104743
2024-03-12,0.736765431974096,1,3,0,-0.05587875690537313
2024-03-13,0.946477196781722,2,3,0,-0.03869579017652689
2024-03-14,1.08834521538639,3,3,3,-0.021501372740813793
2024-03-15,0.668422083212735,4,3,0,-0.004300592702981974
2024-03-16,0.385082272431504,5,3,0,0.012901459949419653
2024-03-17,0.430680806150878,6,3,0,0.0300996948522586
2024-03-18,0.649782505977567,0,3,0,0.04728902277113235
2024-03-19,0.551221233771513,1,3,0,0.0644643571073618
2024-03-20,0.458931724722538,2,3,0,0.08162061540319052
2024-03-21,0.558933417192158,3,3,0,0.09875272084577376
2024-03-22,0.568944229472991,4,3,0,0.11585560376947848
2024-03-23,0.451134919864415,5,3,0,0.13292420315609124
2024-03-24,0.584008604826207,6,3,0,0.14995346813244534
2024-03-25,0.384682342786732,0,3,0,0.16693835946505886
2024-03-26,0.822795913410698,1,3,0,0.18387385105132759
2024-03-27,0.551403818548848,2,3,0,0.20075493140682357
2024-03-28,0.54210787427042,3,3,0,0.21757660514828173
2024-03-29,0.334806713934573,4,3,1,0.2343338944718038
2024-03-30,0.310874352459622,5,3,2,0.2510218406258827
2024-03-31,0.282370907839733,6,3,0,0.26763550537876646
2024-04-01,0.384224683727399,0,4,1,0.2841699724797683
2024-04-02,1.15472062164142,1,4,2,0.3006203491140572
2024-04-03,1.13720404907026,2,4,0,0.31698176735052785
2024-04-04,0.906248167968102,3,4,0,0.333249385582294
2024-04-05,1.42182355452547,4,4,3,0.34941838995939767
2024-04-06,0.702764149034042,5,4,0,0.3654839958133118
2024-04-07,0.843740097423274,6,4,0,0.3814414490727919
2024-04-08,1.15144730491065,0,4,0,0.3972860276706894
2024-04-09,1.06615978936301,1,4,0,0.4130130429412807
2024-04-10,0.748933223653044,2,4,0,0.42861784100772643
2024-04-11,0.75770470726854,3,4,0,0.4440958041592176
2024-04-12,0.638162790971343,4,4,0,0.459442352217446
2024-04-13,0.553973864172319,5,4,0,0.47465294389193496
2024-04-14,0.459607811678922,6,4,0,0.48972307812389554
2024-04-15,0.839181683916408,0,4,0,0.5046482954181526
2024-04-16,0.920316295713532,1,4,0,0.5194241791627843
2024-04-17,0.922707096663734,2,4,0,0.5340463569360717
2024-04-18,0.493987016830498,3,4,0,0.5485105018003605
2024-04-19,0.477990602532768,4,4,0,0.5628123335824821
2024-04-20,0.369825131591774,5,4,0,0.576947620140316
2024-04-21,0.654462257555628,6,4,0,0.5909121786151564
2024-04-22,1.04419859443581,0,4,0,0.6047018766694813
2024-04-23,0.874885955488847,1,4,0,0.6183126337097825
2024-04-24,0.882159312377832,2,4,0,0.6317404220940747
2024-04-25,0.545380374754598,3,4,0,0.6449812683237445
2024-04-26,0.692091608433379,4,4,0,0.6580312542193658
2024-04-27,0.800415781253325,5,4,0,0.6708865180801582
2024-04-28,0.715802901595101,6,4,0,0.683543255826725
2024-04-29,1.04434287026951,0,4,0,0.6959977221267386
2024-04-30,1.02004207000482,1,4,0,0.7082462315032488
2024-05-01,0.903693498601294,2,5,0,0.7202851594252705
2024-05-02,0.428387998721263,3,5,0,0.7321109433803457
2024-05-03,0.596065179933605,4,5,0,0.7437200839287408
2024-05-04,0.260246214548849,5,5,0,0.7551091457389965
2024-05-05,0.371250252212061,6,5,0,0.7662747586044899
2024-05-06,0.349460285585031,0,5,1,0.7772136184407363
2024-05-07,0.808152429960631,1,5,2,0.7879224882631226
2024-05-08,0.986680389851089,2,5,0,0.7983981991447763
2024-05-09,0.972842001398238,3,5,0,0.8086376511543127
2024-05-10,0.608275802675037,4,5,0,0.8186378142731427
2024-05-11,0.245488343063695,5,5,0,0.8283957292921139
2024-05-12,0.517285279322513,6,5,0,0.8379085086871813
2024-05-13,0.52502077662882,0,5,0,0.847173337473877
2024-05-14,0.526057596947219,1,5,0,0.8561874740403054
2024-05-15,0.495498272687149,2,5,0,0.8649482509584342
2024-05-16,0.512958948167685,3,5,0,0.8734530757734247
2024-05-17,0.59112155844876,4,5,0,0.8816994317707848
2024-05-18,0.292582899389555,5,5,0,0.8896848787211044
2024-05-19,0.370705218932332,6,5,0,0.8974070536021568
2024-05-20,0.860490761054207,0,5,0,0.9048636712981575
2024-05-21,0.991210643667865,1,5,0,0.912052525275964
2024-05-22,0.605956598453808,2,5,0,0.9189714882380281
2024-05-23,0.570441524134733,3,5,0,0.9256185127518922
2024-05-24,0.422664118966155,4,5,0,0.9319916318560635
2024-05-25,0.533171644043444,5,5,0,0.9380889596420647
2024-05-26,0.493377050652941,6,5,0,0.9439086918125081
2024-05-27,0.481006095239026,0,5,1,0.9494491062150135
2024-05-28,0.692485107516009,1,5,2,0.9547085633518225
2024-05-29,0.814513381596611,2,5,0,0.9596855068649522
2024-05-30,0.604493156120279,3,5,0,0.9643784639967451
2024-05-31,0.568102046698004,4,5,0,0.968786046025684
2024-06-01,0.471888227791815,5,6,0,0.9729069486773348
2024-06-02,0.597104338270489,6,6,0,0.9767399525103048
2024-06-03,1.00805502446073,0,6,0,0.9802839232770918
2024-06-04,1.11541124571772,1,6,0,0.9835378122597296
2024-06-05,1.30951701719571,2,6,3,0.9865006565801178
2024-06-06,0.59847910955182,3,6,0,0.9891715794849547
2024-06-07,0.617811507855947,4,6,0,0.9915497906051816
2024-06-08,0.441491267040648,5,6,0,0.993634586189866
2024-06-09,0.622387753888925,6,6,0,0.9954253493144537
2024-06-10,0.840157649050107,0,6,0,0.9969215500633253
2024-06-11,0.470708476893571,1,6,0,0.9981227456866077
2024-06-12,0.486143207635872,2,6,0,0.9990285807311906
2024-06-13,0.787819092109622,3,6,0,0.9996387871459109
2024-06-14,0.38495630053533,4,6,0,0.999953184360873
2024-06-15,0.170042071081231,5,6,0,0.999971679340883
2024-06-16,0.401713123652074,6,6,0,0.9996942666129788
2024-06-17,0.728477700697267,0,6,0,0.9991210282680496
